P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
K2-170 c,3.0,,,,1.80481,-0.15694,0.24662,2018,2018-02-15,12.400047,-0.001883,0.001735,,,,,,,88.668,-2.262,0.965,,,,,,,,,,,,,,,Transit,,,,,K2-170,335.45071,-14.593286,12.633,397.26,-6.49,6.49,-0.11,-0.08,0.08,0.96,-0.03,0.03,0.98,-0.07,0.11,,,,,5748.0,-50.0,50.0,,,4.34,",",,,,,,0.10340674,0.10340674,0.10340674,0.10340675,87.843598,87.843598,87.843598,779.96019,779.96019,779.96019,Superterran,0.98,G,22.363382,22 21 48.1756,-14 35 35.8296,0.9393076,0.72864591,1.7180495,0.92292113,1.6288671,0.97596299,1.6288671,0.89090673,1.6288671,2.6167829,1.9007448,0.45510143,0,0,Hot,0,0.27964665,Aquarius,Aqr,Water Carrier,1.80481,3.9125102,0.10340674
K2-171 b,3.0,,,,2.6904,-0.3363,0.40356,2018,2018-02-15,5.628466,-0.001519,0.001731,,,,,,,85.048,-9.641,3.65,,,,,,,,,,,,,,,Transit,,,,,K2-171,332.34082,-13.428865,12.66,616.41,-18.68,18.68,-0.09,-0.08,0.08,0.89,-0.03,0.06,1.72,-0.19,0.22,,,,,5250.0,-50.0,50.0,,,3.95,",",,,,,,0.059552444,0.059552444,0.059552444,0.059552445,567.78456,567.78456,567.78456,1243.6289,1243.6289,1243.6289,Neptunian,1.72,K,22.156056,22 09 21.8010,-13 25 43.9140,2.0136443,1.0975372,2.6286531,1.3901856,2.4922006,1.4708039,2.4922006,1.3420455,2.4922006,3.8313793,0.78776497,0.44375963,0,0,Hot,0,0.22450254,Aquarius,Aqr,Water Carrier,2.6904,7.7059808,0.059552444
K2-172 b,3.0,,,,1.67029,-0.08968,0.15694,2018,2018-02-15,14.316941,-0.001411,0.001445,,,,,,,88.914,-1.72,0.78,,,,,,,,,,,,,,,Transit,,,,,K2-172,335.30838,-12.5569,12.438,251.51,-2.93,2.93,-0.06,-0.08,0.08,0.93,-0.03,0.03,0.87,-0.03,0.04,,,,,5569.0,-50.0,50.0,,,4.61,",",,,,,,0.11260838,0.11260838,0.11260838,0.11260838,51.439249,51.439249,51.439249,682.28931,682.28931,682.28931,Superterran,0.87,G,22.353893,22 21 14.0154,-12 33 24.8400,0.65228294,0.61365159,1.454347,0.77727017,1.3788529,0.82207894,1.3788529,0.75032695,1.3788529,2.180629,1.3828422,0.45031054,0,0,Hot,0,0.29708261,Aquarius,Aqr,Water Carrier,1.67029,3.4303813,0.11260838
K2-172 c,3.0,,,,3.20606,-0.13452,0.19057,2018,2018-02-15,29.62682,-0.001607,0.001555,,,,,,,89.497,-0.528,0.348,,,,,,,,,,,,,,,Transit,,,,,K2-172,335.30838,-12.5569,12.438,251.51,-2.93,2.93,-0.06,-0.08,0.08,0.93,-0.03,0.03,0.87,-0.03,0.04,,,,,5569.0,-50.0,50.0,,,4.61,",",,,,,,0.18286359,0.18286359,0.18286359,0.1828636,19.506598,19.506598,19.506598,535.4147,535.4147,535.4147,Neptunian,0.87,G,22.353893,22 21 14.0154,-12 33 24.8400,0.65228294,0.61365159,1.454347,0.77727017,1.3788529,0.82207894,1.3788529,0.75032695,1.3788529,2.180629,1.3828422,0.45031054,0,0,Hot,0,0.26191177,Aquarius,Aqr,Water Carrier,3.20606,10.378222,0.18286359
K2-173 b,3.0,,,,1.60303,-0.10089,0.15694,2018,2018-02-15,5.868699,-0.000408,0.000446,,,,,,,87.826,-2.875,1.54,,,,,,,,,,,,,,,Transit,,,,,K2-173,60.37495,15.625037,12.403,230.14,-1.95,1.95,-0.25,-0.08,0.08,0.88,-0.04,0.03,0.84,-0.04,0.06,,,,,5580.0,-70.0,70.0,,,4.52,",",,,,,,0.06100494,0.06100494,0.06100494,0.061004941,164.68499,164.68499,164.68499,912.65873,912.65873,912.65873,Superterran,0.84,G,4.0249969,04 01 29.9888,+15 37 30.1332,0.61289209,0.59445368,1.4083816,0.7529533,1.3352736,0.79635179,1.3352736,0.72685193,1.3352736,2.1137605,1.3835021,0.44209135,0,0,Hot,0,0.28247928,Taurus,Tau,Bull,1.60303,3.1991632,0.06100494
K2-174 b,3.0,,,,2.60072,-0.10089,0.10089,2018,2019-01-31,19.562307,-7.6e-05,7.8e-05,0.126,-0.001,0.001,,,,89.95,-0.05,0.04,,,,,,,1.26,0.02,-0.02,0.03,,,,,Transit,,,,,K2-174,60.792843,16.347446,12.424,100.1,-1.0,1.0,0.113,-0.071,0.065,0.7,-0.02,0.03,0.68,-0.01,0.01,,,,,4455.0,-29.0,31.0,,,4.62,",",,,,,,0.126,0.126,0.126,0.126,10.279127,10.279127,10.279127,456.17761,456.17761,456.17761,Neptunian,0.68,K,4.0528564,04 03 10.2831,+16 20 50.8056,0.16319141,0.3235497,0.80104405,0.40982619,0.75945915,0.43399158,0.75945915,0.39564304,0.75945915,1.0907179,0.18555339,0.4096225,0,0,Hot,0,0.33877609,Taurus,Tau,Bull,2.60072,7.2749643,0.126
K2-175 b,3.0,,,,2.04022,-0.26904,0.35872,2018,2018-02-15,9.525988,-0.00128,0.001241,,,,,,,87.494,-2.983,1.692,,,,,,,,,,,,,,,Transit,,,,,K2-175,52.503578,17.584192,10.836,249.01,-2.79,2.79,0.05,-0.08,0.08,1.09,-0.04,0.06,1.42,-0.17,0.21,,,,,5909.0,-50.0,50.0,,,4.11,",",,,,,,0.090488158,0.090488158,0.090488158,0.09048816,268.99103,268.99103,268.99103,1031.7616,1031.7616,1031.7616,Superterran,1.42,G,3.5002387,03 30 00.8594,+17 35 03.0912,2.2025273,1.1049658,2.5946022,1.399571,2.4599189,1.4797963,2.4599189,1.3509896,2.4599189,4.0070468,2.6147724,0.47478096,0,0,Hot,0,0.25760249,Taurus,Tau,Bull,2.04022,4.8178725,0.090488158
K2-176 b,3.0,,,,1.49093,-0.08968,0.12331,2018,2018-02-15,5.329439,-0.000709,0.00061,,,,,,,88.063,-2.94,1.418,,,,,,,,,,,,,,,Transit,,,,,K2-176,58.269165,17.907072,12.893,249.01,-3.65,3.65,0.15,-0.08,0.08,0.94,-0.02,0.02,0.86,-0.02,0.03,,,,,5428.0,-50.0,50.0,,,4.63,",",,,,,,0.058479884,0.058479884,0.058479884,0.058479885,168.20229,168.20229,168.20229,917.49326,917.49326,917.49326,Terran,0.86,G,3.8846112,03 53 04.6003,+17 54 25.4592,0.57523447,0.5809328,1.38292,0.7358302,1.3111335,0.77835824,1.3111335,0.710336,1.3111335,2.0477938,1.0892267,0.4519188,0,0,Hot,0,0.28748943,Taurus,Tau,Bull,1.49093,2.8286707,0.058479884
K2-177 b,3.0,,,,2.11869,-0.15694,0.28025,2018,2018-02-15,14.155185,-0.002965,0.00315,,,,,,,87.22,-3.741,1.998,,,,,,,,,,,,,,,Transit,,,,,K2-177,55.229565,20.736078,12.645,499.02,-12.81,12.81,0.41,-0.08,0.08,1.21,-0.04,0.03,1.21,-0.06,0.09,,,,,6063.0,-50.0,50.0,,,4.38,",",,,,,,0.12200615,0.12200615,0.12200615,0.12200615,119.08203,119.08203,119.08203,841.60143,841.60143,841.60143,Superterran,1.21,F,3.6819712,03 40 55.0963,+20 44 09.8808,1.7725956,0.98200496,2.2977121,1.2438212,2.1784402,1.3149493,2.1784402,1.200617,2.1784402,3.5947493,3.527408,0.49160118,0,0,Hot,0,0.25985267,Taurus,Tau,Bull,2.11869,5.1366839,0.12200615
K2-178 b,3.0,,,,3.55357,-0.13452,0.20178,2018,2018-02-15,8.747818,-0.000358,0.000363,,,,,,,88.611,-1.592,1.006,,,,,,,,,,,,,,,Transit,,,,,K2-178,52.888882,22.43487,12.403,216.08,-1.83,1.83,0.09,-0.08,0.08,0.95,-0.03,0.02,0.89,-0.03,0.04,,,,,5525.0,-50.0,50.0,,,4.55,",",,,,,,0.081661481,0.081661481,0.081661481,0.081661483,99.166112,99.166112,99.166112,803.96239,803.96239,803.96239,Neptunian,0.89,G,3.5259257,03 31 33.3323,+22 26 05.5320,0.66129888,0.61945178,1.4700708,0.78461778,1.3937605,0.82988558,1.3937605,0.7574242,1.3937605,2.1956477,1.2912896,0.4535157,0,0,Hot,0,0.20158161,Taurus,Tau,Bull,3.55357,12.359554,0.081661481
K2-179 b,3.0,,,,2.51104,-0.12331,0.16815,2018,2018-02-15,5.172191,-0.000202,0.000201,,,,,,,88.755,-1.588,0.883,,,,,,,,,,,,,,,Transit,,,,,K2-179,58.796898,23.756807,12.956,191.84,-2.11,2.11,0.03,-0.08,0.08,0.82,-0.03,0.02,0.77,-0.02,0.02,,,,,5015.0,-50.0,50.0,,,4.63,",",,,,,,0.054772665,0.054772665,0.054772665,0.054772666,112.00208,112.00208,112.00208,828.80323,828.80323,828.80323,Neptunian,0.77,K,3.9197934,03 55 11.2563,+23 45 24.5052,0.33601127,0.4537054,1.0962986,0.5746847,1.0393895,0.60816783,1.0393895,0.55479424,1.0393895,1.565095,0.5119178,0.4318064,0,0,Hot,0,0.2416688,Taurus,Tau,Bull,2.51104,6.8541965,0.054772665
K2-18 b,3.0,8.921432,-1.5986749,1.7003798,2.36531,-0.2242,0.2242,2015,2019-03-21,32.939623,-0.0001,9.5e-05,0.1429,-0.0065,0.006,0.2,-0.08,0.08,,,,-5.7,-33.8,46.4,,,,3.75,,,,,,,,Transit,,,,,K2-18,172.56045,7.588391,13.496,38.07,-0.08,0.08,0.12,-0.16,0.16,0.36,-0.05,0.05,0.41,-0.04,0.04,M2.5 V,,,,3457.0,-39.0,39.0,,,,",",1.9421074,3.7717813,1.5946245,0.67417146,0.0033338913,0.145758,0.11432,0.17148,0.14362407,1.0751122,0.73152122,1.6459227,257.45111,235.6143,288.5674,Superterran,0.41,M,11.504031,11 30 14.5114,+07 35 18.2076,0.021510667,0.12002052,0.31211478,0.15202312,0.29590697,0.16117826,0.29590697,0.1467413,0.29590697,0.39599592,0.026765662,0.32818492,1,0,Warm,2,0.71198647,Leo,Leo,Lion,2.36531,8.921432,0.1429
K2-18 c,3.0,7.5102757,-1.3285211,1.3285211,,,,2017,2017-12-21,8.962,-0.008,0.008,0.06,-0.003,0.003,0.47,,,,,,,,,,,,1.58,,,,,,,,Radial Velocity,,,,,K2-18,172.56045,7.588391,13.496,38.07,-0.08,0.08,0.12,-0.16,0.16,0.36,-0.05,0.05,0.41,-0.04,0.04,M2.5 V,,,,3457.0,-39.0,39.0,,,,",",,,,,0.00087564911,0.066627,0.0318,0.0882,0.061791143,6.7694717,2.7651373,21.271575,392.50507,328.52928,547.13541,Superterran,0.41,M,11.504031,11 30 14.5114,+07 35 18.2076,0.021510667,0.12002052,0.31211478,0.15202312,0.29590697,0.16117826,0.29590697,0.1467413,0.29590697,0.39599592,0.026765662,0.32818492,0,0,Hot,0,0.3852748,Leo,Leo,Lion,2.6499429,7.5102757,0.06
K2-180 b,3.0,,,,2.30926,-0.15694,0.15694,2018,2018-10-26,8.867209,-0.001016,0.001068,0.0753,-0.001,0.001,,,,,,,,,,,,,0.368,0.42,-0.28,0.32,,,,,Transit,,,,,K2-180,126.46394,10.246968,12.601,204.51,-1.7,1.7,-0.54,-0.06,0.06,0.72,-0.03,0.03,0.72,-0.01,0.01,,,,,5358.0,-65.0,65.0,,,4.58,",",,,,,,0.0753,0.0753,0.0753,0.075300002,67.510997,67.510997,67.510997,730.27854,730.27854,730.27854,Superterran,0.72,G,8.4309295,08 25 51.3462,+10 14 49.0848,0.38279343,0.47574605,1.1351613,0.60259794,1.0762357,0.63747118,1.0762357,0.58172445,1.0762357,1.6704982,0.88367296,0.41348709,0,0,Hot,0,0.25871913,Cancer,Cnc,Crab,2.30926,5.9455152,0.0753
K2-181 b,3.0,,,,2.83613,-0.20178,0.20178,2018,2018-10-26,6.894256,-0.000722,0.000704,0.0706,-0.001,0.001,,,,,,,,,,,,,0.194,0.43,-0.29,0.32,,,,,Transit,,,,,K2-181,127.55403,10.910294,12.749,364.82,-5.36,5.36,0.23,-0.06,0.06,0.99,-0.04,0.04,1.07,-0.02,0.02,,,,,5608.0,-91.0,91.0,,,4.38,",",,,,,,0.0706,0.0706,0.0706,0.070600002,203.55361,203.55361,203.55361,962.30915,962.30915,962.30915,Neptunian,1.07,G,8.5036025,08 30 12.9690,+10 54 37.0584,1.0145845,0.76358976,1.8075919,0.96718553,1.7137612,1.0229045,1.7137612,0.93365421,1.7137612,2.7196178,1.5098088,0.45979353,0,0,Hot,0,0.22229883,Cancer,Cnc,Crab,2.83613,8.4279728,0.0706
K2-182 b,3.0,,,,2.75766,-0.06726,0.06726,2018,2018-10-26,4.736837,-8.1e-05,7.9e-05,0.0529,-0.0003,0.0003,,,,,,,,,,,,,0.339,0.3,-0.21,0.25,,,,,Transit,,,,,K2-182,130.18033,10.982941,11.997,155.9,-1.19,1.19,0.09,-0.05,0.05,0.88,-0.02,0.02,0.8,-0.01,0.01,,,,,5165.0,-50.0,50.0,,,4.58,",",,,,,,0.0529,0.0529,0.0529,0.052900001,145.82721,145.82721,145.82721,885.32872,885.32872,885.32872,Neptunian,0.8,K,8.678689,08 40 43.2803,+10 58 58.5876,0.40808433,0.49628427,1.1923086,0.62861521,1.130416,0.66513002,1.130416,0.60685175,1.130416,1.7248,0.67817357,0.44209135,0,0,Hot,0,0.22807504,Cancer,Cnc,Crab,2.75766,8.0359058,0.0529
K2-183 b,3.0,,,,2.60072,-1.39004,25.51396,2018,2018-02-15,0.469269,-2.4e-05,2.6e-05,,,,,,,25.034,-9.95,56.232,,,,,,,,,,,,,,,Transit,,,,,K2-183,125.00716,14.019461,12.846,331.77,-4.15,4.15,0.09,-0.06,0.06,0.93,-0.04,0.04,0.97,-0.02,0.02,,,,,5519.0,-88.0,88.0,,,4.43,",",,,,,,0.011533251,0.011533251,0.011533251,0.011533252,5879.9031,5879.9031,5879.9031,2230.9378,2230.9378,2230.9378,Neptunian,0.97,G,8.3338108,08 20 01.7190,+14 01 10.0596,0.78212054,0.67389969,1.5995833,0.85358341,1.51655,0.90283543,1.51655,0.82400023,1.51655,2.3878147,1.2690149,0.45031054,0,0,Hot,0,0.22638849,Cancer,Cnc,Crab,2.60072,7.2749643,0.011533251
K2-183 c,3.0,,,,2.86976,-0.21299,0.21299,2018,2018-10-26,10.792635,-0.001054,0.001175,0.0932,-0.0012,0.0012,,,,,,,,,,,,,0.281,0.49,-0.32,0.32,,,,,Transit,,,,,K2-183,125.00716,14.019461,12.846,331.77,-4.15,4.15,0.09,-0.06,0.06,0.93,-0.04,0.04,0.97,-0.02,0.02,,,,,5519.0,-88.0,88.0,,,4.43,",",,,,,,0.0932,0.0932,0.0932,0.093200002,90.041323,90.041323,90.041323,784.79346,784.79346,784.79346,Neptunian,0.97,G,8.3338108,08 20 01.7190,+14 01 10.0596,0.78212054,0.67389969,1.5995833,0.85358341,1.51655,0.90283543,1.51655,0.82400023,1.51655,2.3878147,1.2690149,0.45031054,0,0,Hot,0,0.22863701,Cancer,Cnc,Crab,2.86976,8.5983448,0.0932
K2-183 d,3.0,,,,2.85855,-0.26904,0.26904,2018,2018-10-26,22.631964,-0.003094,0.004371,0.1527,-0.002,0.002,,,,,,,,,,,,,0.46,0.5,-0.34,0.35,,,,,Transit,,,,,K2-183,125.00716,14.019461,12.846,331.77,-4.15,4.15,0.09,-0.06,0.06,0.93,-0.04,0.04,0.97,-0.02,0.02,,,,,5519.0,-88.0,88.0,,,4.43,",",,,,,,0.1527,0.1527,0.1527,0.1527,33.542515,33.542515,33.542515,613.11764,613.11764,613.11764,Neptunian,0.97,G,8.3338108,08 20 01.7190,+14 01 10.0596,0.78212054,0.67389969,1.5995833,0.85358341,1.51655,0.90283543,1.51655,0.82400023,1.51655,2.3878147,1.2690149,0.45031054,0,0,Hot,0,0.25181568,Cancer,Cnc,Crab,2.85855,8.541399,0.1527
K2-184 b,3.0,,,,1.54698,-0.08968,0.08968,2018,2018-10-26,16.995731,-0.00129,0.001288,0.1229,-0.0009,0.0009,,,,,,,,,,,,,1.62,0.42,-0.28,0.31,,,,,Transit,,,,,K2-184,129.14011,14.461936,10.345,75.79,-0.33,0.33,-0.07,-0.05,0.05,0.86,-0.02,0.02,0.78,-0.01,0.01,,,,,5220.0,-66.0,66.0,,,4.59,",",,,,,,0.1229,0.1229,0.1229,0.1229,26.795144,26.795144,26.795144,579.64078,579.64078,579.64078,Superterran,0.78,K,8.6093408,08 36 33.6271,+14 27 42.9696,0.40472484,0.49282784,1.1816197,0.62423639,1.1202821,0.66045765,1.1202821,0.60262168,1.1202821,1.7176857,0.7396892,0.43871647,0,0,Hot,0,0.32643199,Cancer,Cnc,Crab,1.54698,3.011575,0.1229
K2-185 b,3.0,,,,1.31157,-0.1121,0.2242,2018,2018-02-15,10.616646,-0.001801,0.001632,,,,,,,88.932,-1.862,0.771,,,,,,,,,,,,,,,Transit,,,,,K2-185,130.25966,14.69032,12.215,270.41,-3.28,3.28,-0.05,-0.08,0.08,0.98,-0.03,0.03,0.91,-0.03,0.04,,,,,5722.0,-50.0,50.0,,,4.58,",",,,,,,0.093880734,0.093880734,0.093880734,0.093880736,90.242245,90.242245,90.242245,785.2309,785.2309,785.2309,Terran,0.91,G,8.6839777,08 41 02.3198,+14 41 25.1520,0.79535835,0.67153583,1.5845165,0.85058467,1.5022657,0.89949056,1.5022657,0.8210826,1.5022657,2.4079374,1.830247,0.45824016,0,0,Hot,0,0.3018565,Cancer,Cnc,Crab,1.31157,2.2754822,0.093880734
K2-186 b,3.0,,,,3.17243,-0.16815,0.26904,2018,2018-02-15,41.474219,-0.004316,0.003288,,,,,,,89.524,-0.592,0.334,,,,,,,,,,,,,,,Transit,,,,,K2-186,135.33498,18.825455,12.307,333.84,-5.42,5.42,0.06,-0.08,0.08,1.02,-0.03,0.02,0.98,-0.04,0.08,,,,,5784.0,-50.0,50.0,,,4.45,",",,,,,,0.23599082,0.23599082,0.23599082,0.23599082,17.292736,17.292736,17.292736,519.53025,519.53025,519.53025,Neptunian,0.98,G,9.0223322,09 01 20.3959,+18 49 31.6380,0.96306131,0.73620878,1.7342091,0.93249953,1.6441879,0.98605984,1.6441879,0.90014808,1.6441879,2.6496636,2.0632905,0.46439177,0,0,Hot,0,0.27048728,Cancer,Cnc,Crab,3.17243,10.194074,0.23599082
K2-187 b,3.0,,,,1.30036,-0.13452,0.13452,2018,2018-10-26,0.77392,-9.2e-05,9.5e-05,0.0164,-0.0002,0.0002,,,,,,,,,,,,,0.0492,0.41,-0.28,0.34,,,,,Transit,,,,,K2-187,132.52361,23.1926,13.081,333.51,-5.51,5.51,0.23,-0.06,0.06,0.98,-0.04,0.04,0.92,-0.02,0.02,,,,,5484.0,-81.0,81.0,,,4.5,",",,,,,,0.0164,0.0164,0.0164,0.0164,2550.1539,2550.1539,2550.1539,1810.4499,1810.4499,1810.4499,Terran,0.92,G,8.8349075,08 50 05.6669,+23 11 33.3600,0.68588939,0.6323464,1.5026011,0.80095136,1.4246021,0.84719572,1.4246021,0.77319569,1.4246021,2.2360979,1.2160001,0.45824016,0,0,Hot,0,0.28744073,Cancer,Cnc,Crab,1.30036,2.2425611,0.0164
K2-187 c,3.0,,,,1.80481,-0.13452,0.13452,2018,2018-10-26,2.872042,-0.00042,0.000424,0.0392,-0.0005,0.0005,,,,,,,,,,,,,0.117,0.43,-0.29,0.33,,,,,Transit,,,,,K2-187,132.52361,23.1926,13.081,333.51,-5.51,5.51,0.23,-0.06,0.06,0.98,-0.04,0.04,0.92,-0.02,0.02,,,,,5484.0,-81.0,81.0,,,4.5,",",,,,,,0.0392,0.0392,0.0392,0.039200001,446.35659,446.35659,446.35659,1171.0229,1171.0229,1171.0229,Superterran,0.92,G,8.8349075,08 50 05.6669,+23 11 33.3600,0.68588939,0.6323464,1.5026011,0.80095136,1.4246021,0.84719572,1.4246021,0.77319569,1.4246021,2.2360979,1.2160001,0.45824016,0,0,Hot,0,0.26739756,Cancer,Cnc,Crab,1.80481,3.9125102,0.0392
K2-187 d,3.0,,,,3.17243,-0.17936,0.17936,2018,2018-10-26,7.14921,-0.000788,0.000776,0.072,-0.0009,0.0009,,,,,,,,,,,,,0.216,0.41,-0.27,0.31,,,,,Transit,,,,,K2-187,132.52361,23.1926,13.081,333.51,-5.51,5.51,0.23,-0.06,0.06,0.98,-0.04,0.04,0.92,-0.02,0.02,,,,,5484.0,-81.0,81.0,,,4.5,",",,,,,,0.072,0.072,0.072,0.072000002,132.30891,132.30891,132.30891,864.05658,864.05658,864.05658,Neptunian,0.92,G,8.8349075,08 50 05.6669,+23 11 33.3600,0.68588939,0.6323464,1.5026011,0.80095136,1.4246021,0.84719572,1.4246021,0.77319569,1.4246021,2.2360979,1.2160001,0.45824016,0,0,Hot,0,0.21218355,Cancer,Cnc,Crab,3.17243,10.194074,0.072
K2-187 e,3.0,,,,2.37652,-0.17936,0.17936,2018,2018-10-26,13.609878,-0.002786,0.003478,0.1106,-0.0013,0.0013,,,,,,,,,,,,,0.332,0.43,-0.29,0.32,,,,,Transit,,,,,K2-187,132.52361,23.1926,13.081,333.51,-5.51,5.51,0.23,-0.06,0.06,0.98,-0.04,0.04,0.92,-0.02,0.02,,,,,5484.0,-81.0,81.0,,,4.5,",",,,,,,0.1106,0.1106,0.1106,0.1106,56.071714,56.071714,56.071714,697.15744,697.15744,697.15744,Superterran,0.92,G,8.8349075,08 50 05.6669,+23 11 33.3600,0.68588939,0.6323464,1.5026011,0.80095136,1.4246021,0.84719572,1.4246021,0.77319569,1.4246021,2.2360979,1.2160001,0.45824016,0,0,Hot,0,0.25927772,Cancer,Cnc,Crab,2.37652,6.2425017,0.1106
K2-188 b,3.0,,,,1.3452,-0.1121,0.1121,2018,2018-10-26,1.742169,-0.000365,0.000457,0.0289,-0.0003,0.0003,,,,,,,,,,,,,0.0638,0.4,-0.27,0.32,,,,,Transit,,,,,K2-188,129.81363,23.357481,12.646,452.9,-8.43,8.43,-0.01,-0.05,0.05,1.06,-0.03,0.03,1.19,-0.03,0.03,,,,,5977.0,-87.0,87.0,,,4.31,",",,,,,,0.0289,0.0289,0.0289,0.028900001,1938.7415,1938.7415,1938.7415,1690.5378,1690.5378,1690.5378,Terran,1.19,G,8.6542424,08 39 15.2726,+23 21 26.9316,1.6192563,0.94351048,2.2119096,1.1950664,2.0970915,1.2634963,2.0970915,1.1535714,2.0970915,3.4357501,2.9115866,0.47038459,0,0,Hot,0,0.28599543,Cancer,Cnc,Crab,1.3452,2.3754251,0.0289
K2-188 c,3.0,,,,2.82492,-0.14573,0.14573,2018,2018-10-26,7.810253,-0.000844,0.000846,0.0785,-0.0008,0.0008,,,,,,,,,,,,,0.173,0.37,-0.26,0.32,,,,,Transit,,,,,K2-188,129.81363,23.357481,12.646,452.9,-8.43,8.43,-0.01,-0.05,0.05,1.06,-0.03,0.03,1.19,-0.03,0.03,,,,,5977.0,-87.0,87.0,,,4.31,",",,,,,,0.0785,0.0785,0.0785,0.078500002,262.7703,262.7703,262.7703,1025.744,1025.744,1025.744,Neptunian,1.19,G,8.6542424,08 39 15.2726,+23 21 26.9316,1.6192563,0.94351048,2.2119096,1.1950664,2.0970915,1.2634963,2.0970915,1.1535714,2.0970915,3.4357501,2.9115866,0.47038459,0,0,Hot,0,0.22136986,Cancer,Cnc,Crab,2.82492,8.3714933,0.0785
K2-189 b,3.0,,,,1.52456,-0.08968,0.08968,2018,2018-10-26,2.588309,-0.000207,0.000221,0.0361,-0.0004,0.0004,,,,,,,,,,,,,0.148,0.41,-0.29,0.32,,,,,Transit,,,,,K2-189,203.62129,-15.036359,12.399,243.93,-1.9,1.9,0.0,-0.05,0.05,0.94,-0.03,0.03,0.87,-0.01,0.01,,,,,5519.0,-67.0,67.0,,,4.53,",",,,,,,0.0361,0.0361,0.0361,0.036100001,482.78562,482.78562,482.78562,1194.2177,1194.2177,1194.2177,Superterran,0.87,G,13.574754,13 34 29.1126,-15 02 10.8924,0.62917105,0.6044255,1.4346778,0.76558512,1.3602047,0.80975961,1.3602047,0.73905175,1.3602047,2.1416482,1.2735471,0.4519188,0,0,Hot,0,0.28065217,Virgo,Vir,Virgin,1.52456,2.9378483,0.0361
K2-189 c,3.0,,,,2.49983,-0.12331,0.12331,2018,2018-10-26,6.679195,-0.00039,0.000383,0.068,-0.0007,0.0007,,,,,,,,,,,,,0.279,0.37,-0.26,0.3,,,,,Transit,,,,,K2-189,203.62129,-15.036359,12.399,243.93,-1.9,1.9,0.0,-0.05,0.05,0.94,-0.03,0.03,0.87,-0.01,0.01,,,,,5519.0,-67.0,67.0,,,4.53,",",,,,,,0.068,0.068,0.068,0.068000002,136.0664,136.0664,136.0664,870.12698,870.12698,870.12698,Superterran,0.87,G,13.574754,13 34 29.1126,-15 02 10.8924,0.62917105,0.6044255,1.4346778,0.76558512,1.3602047,0.80975961,1.3602047,0.73905175,1.3602047,2.1416482,1.2735471,0.4519188,0,0,Hot,0,0.2401712,Virgo,Vir,Virgin,2.49983,6.8023267,0.068
